ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 4%,Total,Date,Time,Payment,cogs,gross margin %,gross income,Rating
4077,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,21.62,8,6.92,188.56,27-03-22,14:20,COD,172.99,5,8.65,8.5
4078,Branch 3,Trivandrum,Subscriber,Men,Men Footwear,26.67,8,8.54,232.58,28-03-22,15:48,COD,213.38,5,10.67,5.6
4079,Branch 4,Hyderabad,Subscriber,Men,Watches,24.72,9,8.9,242.52,29-03-22,16:24,COD,222.5,5,11.12,6.5
4080,Branch 2,Coimbatore,Subscriber,Men,Men Footwear,31.7,4,5.07,138.22,30-03-22,18:56,COD,126.8,5,6.34,5.9
4081,Branch 4,Thane,Subscriber,Men,Watches,29.39,5,5.88,160.16,31-03-22,14:42,COD,146.94,5,7.35,5.4
4082,Branch 1,Kolkata,Subscriber,Unisex,Sunglasses,21.62,2,1.73,47.14,01-04-22,19:56,COD,43.25,5,2.16,6.3
4083,Branch 2,Delhi,Subscriber,Women,Bags,32.11,7,8.99,245.02,02-04-22,18:37,COD,224.79,5,11.24,6.5
4084,Branch 3,Lucknow,Subscriber,Women,Women Footwear,28.03,3,3.36,91.67,03-04-22,18:45,COD,84.1,5,4.21,8.2
4085,Branch 1,Gurgaon,Non-Subscriber,Men,Men Footwear,41.18,4,6.59,179.53,04-04-22,10:17,COD,164.71,5,8.24,6.5
4086,Branch 2,Delhi,Subscriber,Men,Men Footwear,29.19,6,7.01,190.92,05-04-22,14:31,Prepaid,175.16,5,8.76,3.9
4087,Branch 4,Delhi,Subscriber,Men,Watches,55.13,4,8.82,240.36,06-04-22,10:23,Prepaid,220.52,5,11.03,9.8
4088,Branch 1,Hyderabad,Subscriber,Men,Men Footwear,30.13,6,7.23,197.03,07-04-22,20:35,COD,180.76,5,9.04,7.2
4089,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,33.21,1,1.33,36.2,08-04-22,16:57,COD,33.21,5,1.66,5.6
4090,Branch 4,Hyderabad,Subscriber,Men,Watches,36.86,5,7.37,200.89,09-04-22,17:55,Prepaid,184.3,5,9.22,6
4091,Branch 1,Chennai,Non-Subscriber,Men,Men Footwear,41.18,3,4.94,134.65,10-04-22,10:25,COD,123.53,5,6.18,7
4092,Branch 2,Jaipur,Subscriber,Unisex,Bags,21.87,9,7.87,214.51,11-04-22,19:54,Prepaid,196.8,5,9.84,8.1
4093,Branch 3,Kolkata,Subscriber,Women,Women Footwear,30.13,6,7.23,197.03,12-04-22,16:42,COD,180.76,5,9.04,5
4094,Branch 1,Delhi,Subscriber,Women,Women Apparel,30.17,8,9.65,263.08,13-04-22,12:09,Prepaid,241.36,5,12.07,8.5
4095,Branch 4,Lucknow,Subscriber,Men,Watches,55.13,1,2.21,60.09,14-04-22,20:05,COD,55.13,5,2.76,6.5
4096,Branch 3,Bhilai,Subscriber,Men,Men Footwear,29.19,1,1.17,31.82,15-04-22,20:38,COD,29.19,5,1.46,7.1
4097,Branch 1,Delhi,Subscriber,Unisex,Bags,30.48,9,10.97,298.96,16-04-22,10:25,Prepaid,274.28,5,13.71,5
4098,Branch 2,Delhi,Subscriber,Women,Women Apparel,63.86,5,12.77,348.06,17-04-22,13:11,COD,319.32,5,15.97,4
4099,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,23.36,2,1.87,50.93,18-04-22,10:16,COD,46.73,5,2.34,9.2
4100,Branch 1,Mangalore,Subscriber,Men,Men Footwear,24.72,5,4.94,134.73,19-04-22,18:14,COD,123.61,5,6.18,7.3
4101,Branch 2,Hyderabad,Non-Subscriber,Women,Women Apparel,51.68,1,2.07,56.33,20-04-22,19:20,COD,51.68,5,2.58,4
4102,Branch 3,Hyderabad,Subscriber,Men,Men Footwear,29.19,8,9.34,254.57,21-04-22,13:22,COD,233.55,5,11.68,7.1
4103,Branch 1,Ahmedabad,Non-Subscriber,Women,Women Apparel,26.73,8,8.55,233.06,22-04-22,11:27,COD,213.81,5,10.69,4.8
4104,Branch 2,Kolkata,Subscriber,Men,Men Footwear,23.36,5,4.67,127.33,23-04-22,16:44,Prepaid,116.82,5,5.84,9.8
4105,Branch 3,Ghaziabad,Subscriber,Unisex,Furniture,39.46,6,9.47,258.06,24-04-22,18:19,Prepaid,236.75,5,11.84,7.9
4106,Branch 1,Delhi,Subscriber,Women,Jewellery,63.86,9,22.99,626.51,25-04-22,14:50,Prepaid,574.78,5,28.74,7.2
4107,Branch 2,Ghaziabad,Non-Subscriber,Men,Men Footwear,30.68,5,6.14,167.23,26-04-22,20:54,COD,153.42,5,7.67,7.8
4108,Branch 3,Delhi,Subscriber,Women,Women Apparel,32.99,5,6.6,179.82,27-04-22,20:19,COD,164.97,5,8.25,7.3
4109,Branch 1,Gurgaon,Non-Subscriber,Men,Men Footwear,24.92,8,7.98,217.33,28-04-22,10:43,COD,199.39,5,9.97,4.1
4110,Branch 2,Bangalore,Subscriber,Men,Sports Equipment,33.66,9,12.12,330.2,29-04-22,14:30,COD,302.94,5,15.15,9.1
4111,Branch 4,Chennai,Subscriber,Men,Watches,51.68,1,2.07,56.33,30-04-22,11:32,COD,51.68,5,2.58,4.5
4112,Branch 1,Bangalore,Subscriber,Men,Men Apparel,36.28,2,2.9,79.1,01-05-22,10:41,Prepaid,72.57,5,3.63,7.7
4113,Branch 2,Rajahmundry,Non-Subscriber,Men,Men Footwear,30.68,6,7.36,200.68,02-05-22,12:44,COD,184.11,5,9.21,8.3
4114,Branch 4,Pune,Subscriber,Men,Watches,38.29,8,12.25,333.9,03-05-22,20:07,COD,306.33,5,15.32,4.2
4115,Branch 1,Guwahati,Non-Subscriber,Men,Men Footwear,33.66,8,10.77,293.52,03-05-21,20:31,Prepaid,269.28,5,13.46,9.4
4116,Branch 2,Ghaziabad,Subscriber,Unisex,Watches,25.94,2,2.08,56.55,03-05-21,13:01,COD,51.88,5,2.59,7
4117,Branch 3,Lucknow,Subscriber,Women,Bags,32.31,4,5.17,140.88,03-05-21,12:29,Prepaid,129.25,5,6.46,5.2
4118,Branch 1,Lucknow,Subscriber,Men,Men Footwear,25.9,1,1.04,28.23,03-05-21,15:26,Prepaid,25.9,5,1.29,5.1
4119,Branch 4,Delhi,Subscriber,Men,Watches,34.33,9,12.36,336.81,03-05-21,20:48,COD,309,5,15.45,5.9
4120,Branch 3,Gurgaon,Subscriber,Women,Bags,26.1,1,1.04,28.45,03-05-21,20:38,COD,26.1,5,1.31,4
4121,Branch 1,Bangalore,Non-Subscriber,Men,Men Footwear,32.11,7,8.99,245.02,03-05-21,17:03,COD,224.79,5,11.24,5.1
4122,Branch 4,Chennai,Subscriber,Men,Watches,48.33,6,11.6,316.09,03-05-21,12:02,COD,289.99,5,14.5,6.4
4123,Branch 3,Chennai,Subscriber,Women,Watches,21.87,8,7,190.68,03-05-21,17:26,COD,174.93,5,8.75,4.1
4124,Branch 1,Trichur,Subscriber,Women,Watches,29.11,7,8.15,222.14,04-05-21,19:52,COD,203.8,5,10.19,4.5
4125,Branch 2,Ahmedabad,Subscriber,Women,Bags,41.88,7,11.73,319.55,05-05-21,14:57,COD,293.17,5,14.66,7.2
4126,Branch 3,Kolkata,Subscriber,Women,Bags,32.11,6,7.71,210.02,06-05-21,18:44,COD,192.68,5,9.63,4.4
4127,Branch 1,Delhi,Non-Subscriber,Women,Home,22.96,4,3.67,100.09,07-05-21,13:26,COD,91.82,5,4.59,8.9
4128,Branch 2,Delhi,Subscriber,Women,Watches,26.1,8,8.35,227.6,08-05-21,16:17,COD,208.81,5,10.44,5.8
4129,Branch 4,Delhi,Subscriber,Men,Watches,29.39,7,8.23,224.23,09-05-21,15:57,COD,205.72,5,10.29,8.4
4130,Branch 4,Delhi,Subscriber,Men,Sunglasses,38.94,8,12.46,339.57,10-05-21,11:15,COD,311.53,5,15.58,7.1
4131,Branch 2,Delhi,Non-Subscriber,Men,Men Apparel,30.55,6,7.33,199.79,11-05-21,13:18,Prepaid,183.29,5,9.16,7.4
4132,Branch 3,Chennai,Subscriber,Men,Men Footwear,25.94,5,5.19,141.38,12-05-21,20:34,COD,129.71,5,6.49,8.2
4133,Branch 1,Tirupur,Non-Subscriber,Women,Jewellery,38.97,3,4.68,127.43,13-05-21,18:36,Prepaid,116.91,5,5.85,7.3
4134,Branch 4,Palakkad,Subscriber,Men,Watches,27.21,5,5.44,148.27,14-05-21,14:40,Prepaid,136.03,5,6.8,8.7
4135,Branch 3,Chennai,Non-Subscriber,Men,Men Footwear,25.9,5,5.18,141.13,15-05-21,16:43,Prepaid,129.48,5,6.47,5.2
4136,Branch 4,Mumbai,Subscriber,Men,Watches,27.5,2,2.2,59.95,16-05-21,19:39,COD,55,5,2.75,6.1
4137,Branch 2,Bhubaneswar,Non-Subscriber,Women,Women Apparel,30.17,4,4.83,131.54,17-05-21,20:59,Prepaid,120.68,5,6.03,8.7
4138,Branch 4,Ghaziabad,Subscriber,Men,Watches,38.45,5,7.69,209.53,18-05-21,15:39,Prepaid,192.23,5,9.61,9.7
4139,Branch 1,Delhi,Subscriber,Unisex,Sunglasses,21.62,9,7.78,212.13,19-05-21,12:21,COD,194.61,5,9.73,8.1
4140,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,49.35,7,13.82,376.54,20-05-21,19:25,COD,345.45,5,17.27,9.1
4141,Branch 4,Gurgaon,Subscriber,Men,Watches,30.06,9,10.82,294.89,21-05-21,13:00,COD,270.54,5,13.53,5.3
4142,Branch 1,Delhi,Subscriber,Men,Men Footwear,23.36,9,8.41,229.2,22-05-21,13:48,COD,210.28,5,10.51,8
4143,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,22.96,9,8.26,225.2,23-05-21,19:57,Prepaid,206.6,5,10.33,9
4144,Branch 3,Chennai,Subscriber,Women,Bags,33.57,1,1.34,36.59,24-05-21,10:36,Prepaid,33.57,5,1.68,8.3
4145,Branch 1,Bangalore,Non-Subscriber,Men,Men Footwear,30.68,5,6.14,167.23,25-05-21,16:37,COD,153.42,5,7.67,7.9
4146,Branch 4,Chennai,Subscriber,Men,Watches,29.39,5,5.88,160.16,26-05-21,17:11,COD,146.94,5,7.35,9.4
4147,Branch 3,Ahmedabad,Non-Subscriber,Men,Men Footwear,37.12,9,13.36,364.12,27-05-21,12:28,COD,334.05,5,16.7,9.1
4148,Branch 1,Kolkata,Subscriber,Women,Women Apparel,32.96,3,3.96,107.79,28-05-21,12:46,Prepaid,98.89,5,4.94,5.5
4149,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,36.8,7,10.3,280.75,29-05-21,15:07,COD,257.57,5,12.88,6.1
4150,Branch 3,Delhi,Subscriber,Women,Women Footwear,30.13,7,8.44,229.87,30-05-21,13:48,COD,210.89,5,10.54,4.8
4151,Branch 1,Nawanshahar,Non-Subscriber,Women,Women Apparel,26.73,3,3.21,87.4,31-05-21,19:20,COD,80.18,5,4.01,4.7
4152,Branch 2,Delhi,Subscriber,Men,Men Footwear,26.67,6,6.4,174.44,01-06-21,16:07,COD,160.03,5,8,7.2
4153,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,32.11,8,10.28,280.03,02-06-21,11:56,COD,256.9,5,12.85,7.3
4154,Branch 1,Chennai,Subscriber,Unisex,Bags,36.8,5,7.36,200.54,03-06-21,18:23,COD,183.98,5,9.2,9.8
4155,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,36.28,7,10.16,276.85,04-06-21,13:05,COD,253.99,5,12.7,9.2
4156,Branch 3,Bangalore,Subscriber,Women,Watches,29.11,4,4.66,126.94,05-06-21,15:55,COD,116.46,5,5.82,8.9
4157,Branch 1,Mysore,Non-Subscriber,Women,Women Apparel,26.73,1,1.07,29.13,06-06-21,19:40,COD,26.73,5,1.34,6
4158,Branch 2,Nagpur,Subscriber,Women,Women Footwear,35.34,4,5.65,154.1,07-06-21,13:58,COD,141.37,5,7.07,9.6
4159,Branch 4,Kolkata,Subscriber,Men,Watches,38.45,8,12.3,335.25,08-06-21,14:43,Prepaid,307.57,5,15.38,5.9
4160,Branch 1,Lucknow,Subscriber,Men,Men Footwear,32.11,5,6.42,175.02,09-06-21,19:18,Prepaid,160.57,5,8.03,10
4161,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,33.66,7,9.42,256.83,10-06-21,19:39,Prepaid,235.62,5,11.78,8.2
4162,Branch 4,Delhi,Subscriber,Men,Watches,38.29,1,1.53,41.74,11-06-21,16:21,COD,38.29,5,1.91,5.9
4163,Branch 1,Chandigarh,Non-Subscriber,Men,Men Footwear,33.21,6,7.97,217.2,12-06-21,19:44,COD,199.27,5,9.96,6.9
4164,Branch 2,Agra,Subscriber,Men,Sports Equipment,24.12,1,0.96,26.29,13-06-21,19:42,COD,24.12,5,1.21,6.4
4165,Branch 3,Chennai,Subscriber,Unisex,Watches,38.29,9,13.78,375.63,14-06-21,15:24,COD,344.61,5,17.23,5.8
4166,Branch 1,Chennai,Subscriber,Women,Watches,37.11,7,10.39,283.16,15-06-21,14:12,COD,259.78,5,12.99,5.5
4167,Branch 2,Hyderabad,Subscriber,Unisex,Sunglasses,49.35,9,17.77,484.12,16-06-21,13:32,COD,444.15,5,22.21,4.7
4168,Branch 3,Coimbatore,Subscriber,Women,Bags,41.88,9,15.08,410.85,17-06-21,16:20,COD,376.93,5,18.85,8.6
4169,Branch 1,Thane,Non-Subscriber,Men,Men Footwear,58.76,5,11.75,320.23,18-06-21,16:31,COD,293.79,5,14.69,6.4
4170,Branch 2,Kolkata,Subscriber,Unisex,Sunglasses,38.29,6,9.19,250.42,19-06-21,15:10,COD,229.74,5,11.49,8.4
4171,Branch 3,Lucknow,Subscriber,Women,Watches,33.83,4,5.41,147.51,20-06-21,11:36,Prepaid,135.33,5,6.77,5.4
4172,Branch 1,Lucknow,Subscriber,Women,Women Apparel,30.17,4,4.83,131.54,21-06-21,12:45,Prepaid,120.68,5,6.03,9.3
4173,Branch 4,Delhi,Subscriber,Men,Sunglasses,40.88,7,11.45,311.89,22-06-21,19:17,COD,286.14,5,14.31,6.2
4174,Branch 3,Panchkula,Subscriber,Women,Women Footwear,33.83,5,6.77,184.39,23-06-21,17:34,COD,169.17,5,8.46,9.7
4175,Branch 4,Delhi,Subscriber,Men,Watches,39.46,7,11.05,301.07,24-06-21,12:04,Prepaid,276.21,5,13.81,8.6
4176,Branch 2,Hyderabad,Subscriber,Men,Men Footwear,32.11,8,10.28,280.03,25-06-21,16:21,COD,256.9,5,12.85,8.7
4177,Branch 3,Chennai,Non-Subscriber,Men,Men Footwear,29.19,7,8.17,222.74,26-06-21,17:01,COD,204.35,5,10.22,9.5
4178,Branch 1,Bangalore,Subscriber,Unisex,Sunglasses,22.95,6,5.51,150.06,27-06-21,10:50,COD,137.67,5,6.88,4.7
4179,Branch 2,Cochin,Non-Subscriber,Men,Men Footwear,37.12,5,7.42,202.29,28-06-21,19:16,COD,185.59,5,9.28,4.3
4180,Branch 4,Ahmedabad,Subscriber,Men,Watches,35.03,2,2.8,76.37,29-06-21,16:47,COD,70.07,5,3.5,9.8
4181,Branch 1,Kolkata,Subscriber,Women,Watches,33.83,6,8.12,221.27,30-06-21,10:00,Prepaid,203,5,10.15,5.6
4182,Branch 2,Karnal,Subscriber,Men,Men Footwear,30.95,7,8.66,236.11,01-07-21,11:51,COD,216.62,5,10.83,7.6
4183,Branch 3,Lucknow,Subscriber,Unisex,Furniture,39.46,9,14.21,387.09,02-07-21,10:55,Prepaid,355.13,5,17.76,7.9
4184,Branch 1,Delhi,Subscriber,Women,Bags,41.88,7,11.73,319.55,03-07-21,15:00,COD,293.17,5,14.66,5.6
4185,Branch 4,Lucknow,Subscriber,Men,Watches,36.86,6,8.85,241.07,04-07-21,11:19,COD,221.16,5,11.06,6.6
4186,Branch 3,Delhi,Subscriber,Men,Men Footwear,25.94,2,2.08,56.55,05-07-21,19:46,COD,51.88,5,2.59,7.9
4187,Branch 1,Hyderabad,Non-Subscriber,Men,Men Footwear,33.83,7,9.47,258.15,06-07-21,19:00,COD,236.83,5,11.84,7.4
4188,Branch 2,Chennai,Subscriber,Women,Women Footwear,32.1,3,3.85,104.98,07-07-21,10:53,COD,96.31,5,4.82,6.9
4189,Branch 3,Bangalore,Subscriber,Women,Women Footwear,35.34,1,1.41,38.52,08-07-21,12:50,COD,35.34,5,1.77,9.8
4190,Branch 1,Belgaum,Subscriber,Men,Men Footwear,58.76,3,7.05,192.14,09-07-21,20:50,COD,176.28,5,8.81,5.8
4191,Branch 4,Ahmedabad,Subscriber,Men,Watches,32.75,2,2.62,71.4,10-07-21,10:39,COD,65.5,5,3.28,7.1
4192,Branch 3,Kolkata,Subscriber,Women,Women Apparel,29.34,1,1.17,31.98,11-07-21,13:41,COD,29.34,5,1.47,4.5
4193,Branch 1,Ambala,Non-Subscriber,Women,Women Apparel,29.34,8,9.39,255.87,12-07-21,19:08,COD,234.75,5,11.74,9.1
4194,Branch 2,Lucknow,Subscriber,Unisex,Watches,25.94,3,3.11,84.83,13-07-21,20:23,COD,77.82,5,3.89,5.6
4195,Branch 4,Delhi,Subscriber,Men,Watches,27.5,4,4.4,119.9,14-07-21,11:30,COD,110,5,5.5,9.8
4196,Branch 4,Panchkula,Subscriber,Men,Watches,51.68,1,2.07,56.33,15-07-21,19:30,COD,51.68,5,2.58,4.9
4197,Branch 2,Faridabad,Subscriber,Women,Women Footwear,32.96,1,1.32,35.93,16-07-21,18:03,COD,32.96,5,1.65,4.8
4198,Branch 3,Chennai,Subscriber,Men,Men Footwear,30.95,1,1.24,33.73,17-07-21,10:13,COD,30.95,5,1.55,6
4199,Branch 1,Erode,Non-Subscriber,Men,Men Footwear,27.21,3,3.26,88.96,18-07-21,19:58,Prepaid,81.62,5,4.08,8.1
4200,Branch 4,Bangalore,Subscriber,Men,Watches,32.75,4,5.24,142.8,19-07-21,19:57,COD,131.01,5,6.55,5.4
4201,Branch 4,Vishakapatnam,Subscriber,Men,Watches,32.75,5,6.55,178.5,20-07-21,10:01,COD,163.76,5,8.19,6.7
4202,Branch 4,Baroda,Subscriber,Men,Watches,55.13,3,6.62,180.27,21-07-21,11:57,COD,165.39,5,8.27,6.5
4203,Branch 2,Howrah,Non-Subscriber,Men,Men Footwear,29.19,6,7.01,190.92,22-07-21,10:02,COD,175.16,5,8.76,9.7
4204,Branch 3,Delhi,Subscriber,Men,Men Footwear,29.19,9,10.51,286.38,23-07-21,14:51,COD,262.74,5,13.14,8.6
4205,Branch 1,Delhi,Non-Subscriber,Women,Women Apparel,32.96,4,5.27,143.72,24-07-21,12:42,Prepaid,131.85,5,6.59,5.3
4206,Branch 2,Lucknow,Subscriber,Women,Women Footwear,35.34,8,11.31,308.19,25-07-21,12:02,COD,282.74,5,14.14,7.8
4207,Branch 4,Ghaziabad,Subscriber,Men,Watches,48.33,8,15.47,421.45,26-07-21,18:19,COD,386.65,5,19.33,9.6
4208,Branch 1,Ghaziabad,Subscriber,Women,Watches,38.45,9,13.84,377.16,27-07-21,17:38,COD,346.02,5,17.3,7.7
4209,Branch 2,Vijayawada,Non-Subscriber,Men,Men Footwear,29.19,2,2.34,63.64,28-07-21,13:41,Prepaid,58.39,5,2.92,5
4210,Branch 3,Chennai,Subscriber,Women,Women Apparel,24.12,8,7.72,210.33,29-07-21,19:42,Prepaid,192.96,5,9.65,6.4
4211,Branch 1,Chennai,Subscriber,Women,Watches,26.1,8,8.35,227.6,30-07-21,20:24,COD,208.81,5,10.44,5.8
4212,Branch 2,Bangalore,Subscriber,Women,Women Footwear,28.03,8,8.97,244.45,31-07-21,18:08,COD,224.27,5,11.21,8.7
4213,Branch 3,Baroda,Non-Subscriber,Women,Jewellery,63.86,4,10.22,278.45,01-08-21,19:17,Prepaid,255.46,5,12.77,4.8
4214,Branch 1,Hooghly,Subscriber,Women,Women Apparel,24.68,2,1.97,53.8,02-08-21,13:24,COD,49.35,5,2.47,4.3
4215,Branch 2,Kanpur,Subscriber,Women,Bags,24.3,6,5.83,158.89,03-08-21,15:53,COD,145.77,5,7.29,6.4
4216,Branch 3,Delhi,Subscriber,Women,Home,22.96,1,0.92,25.02,04-08-21,15:05,COD,22.96,5,1.15,8.2
4217,Branch 4,Kanpur,Subscriber,Men,Watches,35.03,4,5.61,152.74,05-08-21,18:27,COD,140.13,5,7.01,8.4
4218,Branch 2,Delhi,Subscriber,Women,Bags,33.57,2,2.69,73.18,06-08-21,16:55,Prepaid,67.13,5,3.36,5.4
4219,Branch 3,Delhi,Subscriber,Unisex,Bags,36.8,7,10.3,280.75,07-08-21,12:58,COD,257.57,5,12.88,8.6
4220,Branch 1,Guntur,Subscriber,Women,Women Apparel,24.68,2,1.97,53.8,08-08-21,18:59,COD,49.35,5,2.47,7.8
4221,Branch 2,Tanjore,Subscriber,Unisex,Watches,29.78,5,5.96,162.32,09-08-21,13:44,COD,148.92,5,7.45,6
4222,Branch 3,Chennai,Subscriber,Men,Men Footwear,30.55,6,7.33,199.79,10-08-21,13:46,COD,183.29,5,9.16,5.3
4223,Branch 1,Hyderabad,Subscriber,Women,Watches,26.1,4,4.18,113.8,11-08-21,18:06,COD,104.41,5,5.22,9.3
4224,Branch 2,Navi Mumbai,Subscriber,Men,Men Footwear,24.92,1,1,27.17,12-08-21,12:38,COD,24.92,5,1.25,8.1
4225,Branch 3,Guwahati,Subscriber,Women,Sunglasses,30.48,1,1.22,33.22,13-08-21,15:56,COD,30.48,5,1.52,6.1
4226,Branch 1,Delhi,Subscriber,Women,Sunglasses,30.48,1,1.22,33.22,14-08-21,14:29,COD,30.48,5,1.52,9.6
4227,Branch 2,Agra,Non-Subscriber,Men,Men Footwear,36.8,8,11.77,320.86,15-08-21,19:14,COD,294.36,5,14.72,3.9
4228,Branch 3,Lucknow,Subscriber,Women,Women Footwear,28.03,3,3.36,91.67,16-08-21,16:24,COD,84.1,5,4.21,9.6
4229,Branch 1,Amritsar,Subscriber,Women,Watches,37.11,5,7.42,202.25,17-08-21,10:52,COD,185.56,5,9.28,5.2
4230,Branch 2,Kanpur,Subscriber,Men,Men Footwear,32.11,7,8.99,245.02,18-08-21,12:55,COD,224.79,5,11.24,7.3
4231,Branch 3,Bangalore,Subscriber,Unisex,Bags,30.48,1,1.22,33.22,19-08-21,19:28,Prepaid,30.48,5,1.52,6.4
4232,Branch 1,Chennai,Subscriber,Women,Women Apparel,18.99,2,1.52,41.4,20-08-21,13:52,Prepaid,37.98,5,1.9,8.6
4233,Branch 2,Chennai,Subscriber,Women,Women Footwear,30.13,8,9.64,262.71,21-08-21,10:54,COD,241.02,5,12.05,7.9
4234,Branch 3,Bangalore,Subscriber,Women,Women Footwear,30.13,3,3.62,98.52,22-08-21,18:31,COD,90.38,5,4.52,6.6
4235,Branch 1,Baroda,Subscriber,Unisex,Sunglasses,21.62,9,7.78,212.13,23-08-21,18:24,COD,194.61,5,9.73,6.4
4236,Branch 2,Kolkata,Subscriber,Men,Men Footwear,32.44,1,1.3,35.36,24-08-21,18:09,Prepaid,32.44,5,1.62,4
4237,Branch 3,Delhi,Non-Subscriber,Women,Women Apparel,32.99,4,5.28,143.86,25-08-21,15:16,Prepaid,131.98,5,6.6,4.8
4238,Branch 1,Delhi,Subscriber,Unisex,Sunglasses,38.29,4,6.13,166.95,26-08-21,17:07,COD,153.16,5,7.66,8.5
4239,Branch 2,Delhi,Non-Subscriber,Women,Jewellery,63.86,4,10.22,278.45,27-08-21,19:26,Prepaid,255.46,5,12.77,4.2
4240,Branch 3,Gurgaon,Subscriber,Unisex,Sunglasses,33.09,1,1.32,36.07,28-08-21,11:20,COD,33.09,5,1.65,4.8
4241,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,30.95,8,9.9,269.84,29-08-21,16:49,COD,247.56,5,12.38,5.5
4242,Branch 2,Chennai,Subscriber,Women,Women Apparel,32.99,1,1.32,35.96,30-08-21,12:01,COD,32.99,5,1.65,5.7
4243,Branch 3,Chennai,Non-Subscriber,Women,Home,29.84,1,1.19,32.52,31-08-21,18:37,COD,29.84,5,1.49,5.9
4244,Branch 1,Bangalore,Subscriber,Men,Men Footwear,23.36,3,2.8,76.4,01-09-21,11:25,Prepaid,70.09,5,3.5,4.1
4245,Branch 2,Hyderabad,Non-Subscriber,Men,Men Footwear,33.66,7,9.42,256.83,02-09-21,18:42,Prepaid,235.62,5,11.78,8.2
4246,Branch 3,Mumbai,Subscriber,Women,Women Footwear,30.13,7,8.44,229.87,03-09-21,14:47,COD,210.89,5,10.54,5.6
4247,Branch 1,Kolkata,Non-Subscriber,Men,Men Footwear,34.33,2,2.75,74.85,04-09-21,19:43,Prepaid,68.67,5,3.43,4.7
4248,Branch 2,Amritsar,Subscriber,Unisex,Sports Equipment,38.94,4,6.23,169.78,05-09-21,14:04,COD,155.76,5,7.79,6.7
4249,Branch 3,Delhi,Subscriber,Women,Watches,33.83,3,4.06,110.63,06-09-21,16:11,Prepaid,101.5,5,5.07,8.7
4250,Branch 1,Delhi,Subscriber,Women,Bags,32.31,6,7.75,211.32,07-09-21,19:06,Prepaid,193.87,5,9.69,4.1
4251,Branch 2,Bhatinda,Non-Subscriber,Men,Men Footwear,29.19,8,9.34,254.57,08-09-21,15:34,COD,233.55,5,11.68,6.3
4252,Branch 3,Delhi,Subscriber,Men,Men Footwear,29.19,9,10.51,286.38,09-09-21,19:06,Prepaid,262.74,5,13.14,8.3
4253,Branch 4,Bangalore,Subscriber,Men,Sunglasses,38.94,1,1.56,42.45,10-09-21,19:44,COD,38.94,5,1.95,7.1
4254,Branch 4,Chennai,Subscriber,Men,Watches,41.18,3,4.94,134.65,11-09-21,11:22,Prepaid,123.53,5,6.18,5.1
4255,Branch 3,Guntur,Subscriber,Unisex,Furniture,39.46,7,11.05,301.07,12-09-21,11:23,Prepaid,276.21,5,13.81,8.8
4256,Branch 1,Chennai,Subscriber,Women,Bags,32.11,3,3.85,105.01,13-09-21,14:12,COD,96.34,5,4.82,8.9
4257,Branch 2,Navi Mumbai,Non-Subscriber,Women,Women Apparel,30.17,1,1.21,32.88,14-09-21,10:46,Prepaid,30.17,5,1.51,9.6
4258,Branch 3,Kolkata,Subscriber,Men,Men Footwear,31.7,5,6.34,172.77,15-09-21,10:16,Prepaid,158.5,5,7.93,8.6
4259,Branch 1,Faridabad,Subscriber,Unisex,Sunglasses,33.09,3,3.97,108.2,16-09-21,12:38,Prepaid,99.27,5,4.96,6.4
4260,Branch 2,Noida,Subscriber,Women,Women Apparel,29.34,3,3.52,95.95,17-09-21,13:05,COD,88.03,5,4.4,6.8
4261,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,24.92,8,7.98,217.33,18-09-21,13:25,COD,199.39,5,9.97,6.1
4262,Branch 1,Delhi,Subscriber,Women,Women Footwear,32.1,3,3.85,104.98,19-09-21,14:53,COD,96.31,5,4.82,5.5
4263,Branch 2,Kanpur,Non-Subscriber,Women,Women Apparel,24.68,3,2.96,80.69,20-09-21,19:22,COD,74.03,5,3.7,5.6
4264,Branch 3,Vijayawada,Subscriber,Women,Bags,31.7,9,11.41,310.98,21-09-21,11:00,COD,285.3,5,14.27,4.1
4265,Branch 1,Hyderabad,Non-Subscriber,Men,Men Footwear,29.11,1,1.16,31.73,22-09-21,19:24,Prepaid,29.11,5,1.46,7.8
4266,Branch 2,Bangalore,Subscriber,Men,Men Footwear,29.19,6,7.01,190.92,23-09-21,12:43,COD,175.16,5,8.76,8.6
4267,Branch 3,Hyderabad,Non-Subscriber,Women,Women Apparel,30.17,3,3.62,98.65,24-09-21,17:22,Prepaid,90.51,5,4.53,6.8
4268,Branch 1,Pune,Subscriber,Unisex,Furniture,39.46,9,14.21,387.09,25-09-21,20:55,Prepaid,355.13,5,17.76,9.4
